Problem,Observations,Goals,Real Goal
intrusion-detection/10/intrusion-detection_p20_hyp-7_10_1,2,20,7
intrusion-detection/10/intrusion-detection_p20_hyp-7_10_2,2,20,7
intrusion-detection/10/intrusion-detection_p20_hyp-8_10_0,2,20,8
intrusion-detection/10/intrusion-detection_p20_hyp-8_10_1,2,20,8
intrusion-detection/10/intrusion-detection_p20_hyp-8_10_2,2,20,8
intrusion-detection/10/intrusion-detection_p20_hyp-9_10_0,2,20,9
intrusion-detection/10/intrusion-detection_p20_hyp-9_10_1,2,20,9
intrusion-detection/10/intrusion-detection_p20_hyp-9_10_2,2,20,9
intrusion-detection/100/intrusion-detection-aaai_p10_hyp-0_full,10,10,0
intrusion-detection/100/intrusion-detection-aaai_p10_hyp-1_full,14,10,7
intrusion-detection/100/intrusion-detection-aaai_p10_hyp-2_full,12,10,2
intrusion-detection/100/intrusion-detection-aaai_p10_hyp-3_full,12,10,6
intrusion-detection/100/intrusion-detection-aaai_p10_hyp-4_full,14,10,4
intrusion-detection/100/intrusion-detection-aaai_p20_hyp-0_full,15,20,10
intrusion-detection/100/intrusion-detection-aaai_p20_hyp-1_full,12,20,11
intrusion-detection/100/intrusion-detection-aaai_p20_hyp-2_full,14,20,12
intrusion-detection/100/intrusion-detection-aaai_p20_hyp-3_full,11,20,13
intrusion-detection/100/intrusion-detection-aaai_p20_hyp-4_full,13,20,14
intrusion-detection/100/intrusion-detection-aaai_p20_hyp-5_full,14,20,15
intrusion-detection/100/intrusion-detection-aaai_p20_hyp-6_full,14,20,16
intrusion-detection/100/intrusion-detection-aaai_p20_hyp-7_full,14,20,17
intrusion-detection/100/intrusion-detection-aaai_p20_hyp-8_full,14,20,18
intrusion-detection/100/intrusion-detection-aaai_p20_hyp-9_full,13,20,19
intrusion-detection/100/intrusion-detection_p10_hyp-0_full,10,10,0
intrusion-detection/100/intrusion-detection_p10_hyp-1_full,15,10,1
intrusion-detection/100/intrusion-detection_p10_hyp-2_full,12,10,2
intrusion-detection/100/intrusion-detection_p10_hyp-3_full,11,10,3
intrusion-detection/100/intrusion-detection_p10_hyp-4_full,14,10,4
intrusion-detection/100/intrusion-detection_p10_hyp-5_full,14,10,5
intrusion-detection/100/intrusion-detection_p10_hyp-6_full,12,10,6
intrusion-detection/100/intrusion-detection_p10_hyp-7_full,14,10,7
intrusion-detection/100/intrusion-detection_p10_hyp-8_full,13,10,8
intrusion-detection/100/intrusion-detection_p10_hyp-9_full,14,10,9
intrusion-detection/100/intrusion-detection_p20_hyp-0_full,10,20,0
intrusion-detection/100/intrusion-detection_p20_hyp-10_full,15,20,10
intrusion-detection/100/intrusion-detection_p20_hyp-11_full,12,20,11
intrusion-detection/100/intrusion-detection_p20_hyp-12_full,14,20,12
intrusion-detection/100/intrusion-detection_p20_hyp-13_full,11,20,13
intrusion-detection/100/intrusion-detection_p20_hyp-14_full,13,20,14
intrusion-detection/100/intrusion-detection_p20_hyp-15_full,14,20,15
intrusion-detection/100/intrusion-detection_p20_hyp-16_full,14,20,16
intrusion-detection/100/intrusion-detection_p20_hyp-17_full,14,20,17
intrusion-detection/100/intrusion-detection_p20_hyp-18_full,14,20,18
intrusion-detection/100/intrusion-detection_p20_hyp-19_full,13,20,19
intrusion-detection/100/intrusion-detection_p20_hyp-1_full,15,20,1
intrusion-detection/100/intrusion-detection_p20_hyp-2_full,12,20,2
intrusion-detection/100/intrusion-detection_p20_hyp-3_full,11,20,3
intrusion-detection/100/intrusion-detection_p20_hyp-4_full,14,20,4
intrusion-detection/100/intrusion-detection_p20_hyp-5_full,14,20,5
intrusion-detection/100/intrusion-detection_p20_hyp-6_full,12,20,6
intrusion-detection/100/intrusion-detection_p20_hyp-7_full,14,20,7
intrusion-detection/100/intrusion-detection_p20_hyp-8_full,13,20,8
intrusion-detection/100/intrusion-detection_p20_hyp-9_full,14,20,9
intrusion-detection/30/intrusion-detection-aaai_p10_hyp-0_30_0,5,10,7
intrusion-detection/30/intrusion-detection-aaai_p10_hyp-1_30_0,4,10,8
intrusion-detection/30/intrusion-detection-aaai_p10_hyp-2_30_0,5,10,5
intrusion-detection/30/intrusion-detection-aaai_p10_hyp-3_30_0,4,10,6
intrusion-detection/30/intrusion-detection-aaai_p10_hyp-4_30_0,5,10,4
intrusion-detection/30/intrusion-detection-aaai_p20_hyp-0_30_0,5,20,12
intrusion-detection/30/intrusion-detection-aaai_p20_hyp-1_30_0,5,20,15
intrusion-detection/30/intrusion-detection-aaai_p20_hyp-2_30_0,4,20,14
intrusion-detection/30/intrusion-detection-aaai_p20_hyp-3_30_0,4,20,13
intrusion-detection/30/intrusion-detection-aaai_p20_hyp-4_30_0,5,20,4
intrusion-detection/30/intrusion-detection-aaai_p20_hyp-5_30_0,5,20,5
intrusion-detection/30/intrusion-detection-aaai_p20_hyp-6_30_0,4,20,6
intrusion-detection/30/intrusion-detection-aaai_p20_hyp-7_30_0,5,20,7
intrusion-detection/30/intrusion-detection-aaai_p20_hyp-8_30_0,4,20,8
intrusion-detection/30/intrusion-detection-aaai_p20_hyp-9_30_0,4,20,11
intrusion-detection/30/intrusion-detection_p10_hyp-0_30_0,3,10,0
intrusion-detection/30/intrusion-detection_p10_hyp-0_30_1,3,10,0
intrusion-detection/30/intrusion-detection_p10_hyp-0_30_2,3,10,0
intrusion-detection/30/intrusion-detection_p10_hyp-1_30_0,5,10,1
intrusion-detection/30/intrusion-detection_p10_hyp-1_30_1,5,10,1
intrusion-detection/30/intrusion-detection_p10_hyp-1_30_2,5,10,1
intrusion-detection/30/intrusion-detection_p10_hyp-2_30_0,4,10,2
intrusion-detection/30/intrusion-detection_p10_hyp-2_30_1,4,10,2
intrusion-detection/30/intrusion-detection_p10_hyp-2_30_2,4,10,2
intrusion-detection/30/intrusion-detection_p10_hyp-3_30_0,4,10,3
intrusion-detection/30/intrusion-detection_p10_hyp-3_30_1,4,10,3
intrusion-detection/30/intrusion-detection_p10_hyp-3_30_2,4,10,3
intrusion-detection/30/intrusion-detection_p10_hyp-4_30_0,5,10,4
intrusion-detection/30/intrusion-detection_p10_hyp-4_30_1,5,10,4
intrusion-detection/30/intrusion-detection_p10_hyp-4_30_2,5,10,4
intrusion-detection/30/intrusion-detection_p10_hyp-5_30_0,5,10,5
intrusion-detection/30/intrusion-detection_p10_hyp-5_30_1,5,10,5
intrusion-detection/30/intrusion-detection_p10_hyp-5_30_2,5,10,5
intrusion-detection/30/intrusion-detection_p10_hyp-6_30_0,4,10,6
intrusion-detection/30/intrusion-detection_p10_hyp-6_30_1,4,10,6
intrusion-detection/30/intrusion-detection_p10_hyp-6_30_2,4,10,6
intrusion-detection/30/intrusion-detection_p10_hyp-7_30_0,5,10,7
intrusion-detection/30/intrusion-detection_p10_hyp-7_30_1,5,10,7
intrusion-detection/30/intrusion-detection_p10_hyp-7_30_2,5,10,7
intrusion-detection/30/intrusion-detection_p10_hyp-8_30_0,4,10,8
intrusion-detection/30/intrusion-detection_p10_hyp-8_30_1,4,10,8
intrusion-detection/30/intrusion-detection_p10_hyp-8_30_2,4,10,8
intrusion-detection/30/intrusion-detection_p10_hyp-9_30_0,5,10,9
intrusion-detection/30/intrusion-detection_p10_hyp-9_30_1,5,10,9
intrusion-detection/30/intrusion-detection_p10_hyp-9_30_2,5,10,9
intrusion-detection/30/intrusion-detection_p20_hyp-0_30_0,3,20,0
intrusion-detection/30/intrusion-detection_p20_hyp-0_30_1,3,20,0
intrusion-detection/30/intrusion-detection_p20_hyp-0_30_2,3,20,0
intrusion-detection/30/intrusion-detection_p20_hyp-10_30_0,5,20,10
intrusion-detection/30/intrusion-detection_p20_hyp-10_30_1,5,20,10
intrusion-detection/30/intrusion-detection_p20_hyp-10_30_2,5,20,10
intrusion-detection/30/intrusion-detection_p20_hyp-11_30_0,4,20,11
intrusion-detection/30/intrusion-detection_p20_hyp-11_30_1,4,20,11
intrusion-detection/30/intrusion-detection_p20_hyp-11_30_2,4,20,11
intrusion-detection/30/intrusion-detection_p20_hyp-12_30_0,5,20,12
intrusion-detection/30/intrusion-detection_p20_hyp-12_30_1,5,20,12
intrusion-detection/30/intrusion-detection_p20_hyp-12_30_2,5,20,12
intrusion-detection/30/intrusion-detection_p20_hyp-13_30_0,4,20,13
intrusion-detection/30/intrusion-detection_p20_hyp-13_30_1,4,20,13
intrusion-detection/30/intrusion-detection_p20_hyp-13_30_2,4,20,13
intrusion-detection/30/intrusion-detection_p20_hyp-14_30_0,4,20,14
intrusion-detection/30/intrusion-detection_p20_hyp-14_30_1,4,20,14
intrusion-detection/30/intrusion-detection_p20_hyp-14_30_2,4,20,14
intrusion-detection/30/intrusion-detection_p20_hyp-15_30_0,5,20,15
intrusion-detection/30/intrusion-detection_p20_hyp-15_30_1,5,20,15
intrusion-detection/30/intrusion-detection_p20_hyp-15_30_2,5,20,15
intrusion-detection/30/intrusion-detection_p20_hyp-16_30_0,5,20,16
intrusion-detection/30/intrusion-detection_p20_hyp-16_30_1,5,20,16
intrusion-detection/30/intrusion-detection_p20_hyp-16_30_2,5,20,16
intrusion-detection/30/intrusion-detection_p20_hyp-17_30_0,5,20,17
intrusion-detection/30/intrusion-detection_p20_hyp-17_30_1,5,20,17
intrusion-detection/30/intrusion-detection_p20_hyp-17_30_2,5,20,17
intrusion-detection/30/intrusion-detection_p20_hyp-18_30_0,5,20,18
intrusion-detection/30/intrusion-detection_p20_hyp-18_30_1,5,20,18
intrusion-detection/30/intrusion-detection_p20_hyp-18_30_2,5,20,18
intrusion-detection/30/intrusion-detection_p20_hyp-19_30_0,4,20,19
intrusion-detection/30/intrusion-detection_p20_hyp-19_30_1,4,20,19
intrusion-detection/30/intrusion-detection_p20_hyp-19_30_2,4,20,19
intrusion-detection/30/intrusion-detection_p20_hyp-1_30_0,5,20,1
intrusion-detection/30/intrusion-detection_p20_hyp-1_30_1,5,20,1
intrusion-detection/30/intrusion-detection_p20_hyp-1_30_2,5,20,1
intrusion-detection/30/intrusion-detection_p20_hyp-2_30_0,4,20,2
intrusion-detection/30/intrusion-detection_p20_hyp-2_30_1,4,20,2
intrusion-detection/30/intrusion-detection_p20_hyp-2_30_2,4,20,2
intrusion-detection/30/intrusion-detection_p20_hyp-3_30_0,4,20,3
intrusion-detection/30/intrusion-detection_p20_hyp-3_30_1,4,20,3
intrusion-detection/30/intrusion-detection_p20_hyp-3_30_2,4,20,3
intrusion-detection/30/intrusion-detection_p20_hyp-4_30_0,5,20,4
intrusion-detection/30/intrusion-detection_p20_hyp-4_30_1,5,20,4
intrusion-detection/30/intrusion-detection_p20_hyp-4_30_2,5,20,4
intrusion-detection/30/intrusion-detection_p20_hyp-5_30_0,5,20,5
intrusion-detection/30/intrusion-detection_p20_hyp-5_30_1,5,20,5
intrusion-detection/30/intrusion-detection_p20_hyp-5_30_2,5,20,5
intrusion-detection/30/intrusion-detection_p20_hyp-6_30_0,4,20,6
intrusion-detection/30/intrusion-detection_p20_hyp-6_30_1,4,20,6
intrusion-detection/30/intrusion-detection_p20_hyp-6_30_2,4,20,6
intrusion-detection/30/intrusion-detection_p20_hyp-7_30_0,5,20,7
intrusion-detection/30/intrusion-detection_p20_hyp-7_30_1,5,20,7
intrusion-detection/30/intrusion-detection_p20_hyp-7_30_2,5,20,7
intrusion-detection/30/intrusion-detection_p20_hyp-8_30_0,4,20,8
intrusion-detection/30/intrusion-detection_p20_hyp-8_30_1,4,20,8
intrusion-detection/30/intrusion-detection_p20_hyp-8_30_2,4,20,8
intrusion-detection/30/intrusion-detection_p20_hyp-9_30_0,5,20,9
intrusion-detection/30/intrusion-detection_p20_hyp-9_30_1,5,20,9
intrusion-detection/30/intrusion-detection_p20_hyp-9_30_2,5,20,9
intrusion-detection/50/intrusion-detection-aaai_p10_hyp-0_50_0,7,10,9
intrusion-detection/50/intrusion-detection-aaai_p10_hyp-1_50_0,7,10,8
intrusion-detection/50/intrusion-detection-aaai_p10_hyp-2_50_0,7,10,5
intrusion-detection/50/intrusion-detection-aaai_p10_hyp-3_50_0,6,10,6
intrusion-detection/50/intrusion-detection-aaai_p10_hyp-4_50_0,7,10,7
intrusion-detection/50/intrusion-detection-aaai_p20_hyp-0_50_0,6,20,11
intrusion-detection/50/intrusion-detection-aaai_p20_hyp-1_50_0,7,20,12
intrusion-detection/50/intrusion-detection-aaai_p20_hyp-2_50_0,6,20,2
intrusion-detection/50/intrusion-detection-aaai_p20_hyp-3_50_0,6,20,3
intrusion-detection/50/intrusion-detection-aaai_p20_hyp-4_50_0,7,20,4
intrusion-detection/50/intrusion-detection-aaai_p20_hyp-5_50_0,7,20,5
intrusion-detection/50/intrusion-detection-aaai_p20_hyp-6_50_0,6,20,6
intrusion-detection/50/intrusion-detection-aaai_p20_hyp-7_50_0,8,20,10
intrusion-detection/50/intrusion-detection-aaai_p20_hyp-8_50_0,7,20,8
intrusion-detection/50/intrusion-detection-aaai_p20_hyp-9_50_0,7,20,9
intrusion-detection/50/intrusion-detection_p10_hyp-0_50_0,5,10,0
intrusion-detection/50/intrusion-detection_p10_hyp-0_50_1,5,10,0
intrusion-detection/50/intrusion-detection_p10_hyp-0_50_2,5,10,0
intrusion-detection/50/intrusion-detection_p10_hyp-1_50_0,8,10,1
intrusion-detection/50/intrusion-detection_p10_hyp-1_50_1,8,10,1
intrusion-detection/50/intrusion-detection_p10_hyp-1_50_2,8,10,1
intrusion-detection/50/intrusion-detection_p10_hyp-2_50_0,6,10,2
intrusion-detection/50/intrusion-detection_p10_hyp-2_50_1,6,10,2
intrusion-detection/50/intrusion-detection_p10_hyp-2_50_2,6,10,2
intrusion-detection/50/intrusion-detection_p10_hyp-3_50_0,6,10,3
intrusion-detection/50/intrusion-detection_p10_hyp-3_50_1,6,10,3
intrusion-detection/50/intrusion-detection_p10_hyp-3_50_2,6,10,3
intrusion-detection/50/intrusion-detection_p10_hyp-4_50_0,7,10,4
intrusion-detection/50/intrusion-detection_p10_hyp-4_50_1,7,10,4
intrusion-detection/50/intrusion-detection_p10_hyp-4_50_2,7,10,4
intrusion-detection/50/intrusion-detection_p10_hyp-5_50_0,7,10,5
intrusion-detection/50/intrusion-detection_p10_hyp-5_50_1,7,10,5
intrusion-detection/50/intrusion-detection_p10_hyp-5_50_2,7,10,5
intrusion-detection/50/intrusion-detection_p10_hyp-6_50_0,6,10,6
intrusion-detection/50/intrusion-detection_p10_hyp-6_50_1,6,10,6
intrusion-detection/50/intrusion-detection_p10_hyp-6_50_2,6,10,6
intrusion-detection/50/intrusion-detection_p10_hyp-7_50_0,7,10,7
intrusion-detection/50/intrusion-detection_p10_hyp-7_50_1,7,10,7
intrusion-detection/50/intrusion-detection_p10_hyp-7_50_2,7,10,7
intrusion-detection/50/intrusion-detection_p10_hyp-8_50_0,7,10,8
intrusion-detection/50/intrusion-detection_p10_hyp-8_50_1,7,10,8
intrusion-detection/50/intrusion-detection_p10_hyp-8_50_2,7,10,8
intrusion-detection/50/intrusion-detection_p10_hyp-9_50_0,7,10,9
intrusion-detection/50/intrusion-detection_p10_hyp-9_50_1,7,10,9
intrusion-detection/50/intrusion-detection_p10_hyp-9_50_2,7,10,9
intrusion-detection/50/intrusion-detection_p20_hyp-0_50_0,5,20,0
intrusion-detection/50/intrusion-detection_p20_hyp-0_50_1,5,20,0
intrusion-detection/50/intrusion-detection_p20_hyp-0_50_2,5,20,0
intrusion-detection/50/intrusion-detection_p20_hyp-10_50_0,8,20,10
intrusion-detection/50/intrusion-detection_p20_hyp-10_50_1,8,20,10
intrusion-detection/50/intrusion-detection_p20_hyp-10_50_2,8,20,10
intrusion-detection/50/intrusion-detection_p20_hyp-11_50_0,6,20,11
intrusion-detection/50/intrusion-detection_p20_hyp-11_50_1,6,20,11
intrusion-detection/50/intrusion-detection_p20_hyp-11_50_2,6,20,11
intrusion-detection/50/intrusion-detection_p20_hyp-12_50_0,7,20,12
intrusion-detection/50/intrusion-detection_p20_hyp-12_50_1,7,20,12
intrusion-detection/50/intrusion-detection_p20_hyp-12_50_2,7,20,12
intrusion-detection/50/intrusion-detection_p20_hyp-13_50_0,6,20,13
intrusion-detection/50/intrusion-detection_p20_hyp-13_50_1,6,20,13
intrusion-detection/50/intrusion-detection_p20_hyp-13_50_2,6,20,13
intrusion-detection/50/intrusion-detection_p20_hyp-14_50_0,7,20,14
intrusion-detection/50/intrusion-detection_p20_hyp-14_50_1,7,20,14
intrusion-detection/50/intrusion-detection_p20_hyp-14_50_2,7,20,14
intrusion-detection/50/intrusion-detection_p20_hyp-15_50_0,7,20,15
intrusion-detection/50/intrusion-detection_p20_hyp-15_50_1,7,20,15
intrusion-detection/50/intrusion-detection_p20_hyp-15_50_2,7,20,15
intrusion-detection/50/intrusion-detection_p20_hyp-16_50_0,7,20,16
intrusion-detection/50/intrusion-detection_p20_hyp-16_50_1,7,20,16
intrusion-detection/50/intrusion-detection_p20_hyp-16_50_2,7,20,16
intrusion-detection/50/intrusion-detection_p20_hyp-17_50_0,7,20,17
intrusion-detection/50/intrusion-detection_p20_hyp-17_50_1,7,20,17
intrusion-detection/50/intrusion-detection_p20_hyp-17_50_2,7,20,17
intrusion-detection/50/intrusion-detection_p20_hyp-18_50_0,7,20,18
intrusion-detection/50/intrusion-detection_p20_hyp-18_50_1,7,20,18
intrusion-detection/50/intrusion-detection_p20_hyp-18_50_2,7,20,18
intrusion-detection/50/intrusion-detection_p20_hyp-19_50_0,7,20,19
intrusion-detection/50/intrusion-detection_p20_hyp-19_50_1,7,20,19
intrusion-detection/50/intrusion-detection_p20_hyp-19_50_2,7,20,19
intrusion-detection/50/intrusion-detection_p20_hyp-1_50_0,8,20,1
intrusion-detection/50/intrusion-detection_p20_hyp-1_50_1,8,20,1
intrusion-detection/50/intrusion-detection_p20_hyp-1_50_2,8,20,1
intrusion-detection/50/intrusion-detection_p20_hyp-2_50_0,6,20,2
intrusion-detection/50/intrusion-detection_p20_hyp-2_50_1,6,20,2
intrusion-detection/50/intrusion-detection_p20_hyp-2_50_2,6,20,2
intrusion-detection/50/intrusion-detection_p20_hyp-3_50_0,6,20,3
intrusion-detection/50/intrusion-detection_p20_hyp-3_50_1,6,20,3
intrusion-detection/50/intrusion-detection_p20_hyp-3_50_2,6,20,3
intrusion-detection/50/intrusion-detection_p20_hyp-4_50_0,7,20,4
intrusion-detection/50/intrusion-detection_p20_hyp-4_50_1,7,20,4
intrusion-detection/50/intrusion-detection_p20_hyp-4_50_2,7,20,4
intrusion-detection/50/intrusion-detection_p20_hyp-5_50_0,7,20,5
intrusion-detection/50/intrusion-detection_p20_hyp-5_50_1,7,20,5
intrusion-detection/50/intrusion-detection_p20_hyp-5_50_2,7,20,5
intrusion-detection/50/intrusion-detection_p20_hyp-6_50_0,6,20,6
intrusion-detection/50/intrusion-detection_p20_hyp-6_50_1,6,20,6
intrusion-detection/50/intrusion-detection_p20_hyp-6_50_2,6,20,6
intrusion-detection/50/intrusion-detection_p20_hyp-7_50_0,7,20,7
intrusion-detection/50/intrusion-detection_p20_hyp-7_50_1,7,20,7
intrusion-detection/50/intrusion-detection_p20_hyp-7_50_2,7,20,7
intrusion-detection/50/intrusion-detection_p20_hyp-8_50_0,7,20,8
intrusion-detection/50/intrusion-detection_p20_hyp-8_50_1,7,20,8
intrusion-detection/50/intrusion-detection_p20_hyp-8_50_2,7,20,8
intrusion-detection/50/intrusion-detection_p20_hyp-9_50_0,7,20,9
intrusion-detection/50/intrusion-detection_p20_hyp-9_50_1,7,20,9
intrusion-detection/50/intrusion-detection_p20_hyp-9_50_2,7,20,9
intrusion-detection/70/intrusion-detection-aaai_p10_hyp-0_70_0,11,10,1
intrusion-detection/70/intrusion-detection-aaai_p10_hyp-1_70_0,10,10,5
intrusion-detection/70/intrusion-detection-aaai_p10_hyp-2_70_0,9,10,2
intrusion-detection/70/intrusion-detection-aaai_p10_hyp-3_70_0,8,10,3
intrusion-detection/70/intrusion-detection-aaai_p10_hyp-4_70_0,10,10,4
intrusion-detection/70/intrusion-detection-aaai_p20_hyp-0_70_0,10,20,16
intrusion-detection/70/intrusion-detection-aaai_p20_hyp-1_70_0,10,20,12
intrusion-detection/70/intrusion-detection-aaai_p20_hyp-2_70_0,8,20,13
intrusion-detection/70/intrusion-detection-aaai_p20_hyp-3_70_0,10,20,14
intrusion-detection/70/intrusion-detection-aaai_p20_hyp-4_70_0,10,20,15
intrusion-detection/70/intrusion-detection-aaai_p20_hyp-5_70_0,10,20,5
intrusion-detection/70/intrusion-detection-aaai_p20_hyp-6_70_0,9,20,6
intrusion-detection/70/intrusion-detection-aaai_p20_hyp-7_70_0,10,20,7
intrusion-detection/70/intrusion-detection-aaai_p20_hyp-8_70_0,10,20,8
intrusion-detection/70/intrusion-detection-aaai_p20_hyp-9_70_0,10,20,9
intrusion-detection/70/intrusion-detection_p10_hyp-0_70_0,7,10,0
intrusion-detection/70/intrusion-detection_p10_hyp-0_70_1,7,10,0
intrusion-detection/70/intrusion-detection_p10_hyp-0_70_2,7,10,0
intrusion-detection/70/intrusion-detection_p10_hyp-1_70_0,11,10,1
intrusion-detection/70/intrusion-detection_p10_hyp-1_70_1,11,10,1
intrusion-detection/70/intrusion-detection_p10_hyp-1_70_2,11,10,1
intrusion-detection/70/intrusion-detection_p10_hyp-2_70_0,9,10,2
intrusion-detection/70/intrusion-detection_p10_hyp-2_70_1,9,10,2
intrusion-detection/70/intrusion-detection_p10_hyp-2_70_2,9,10,2
intrusion-detection/70/intrusion-detection_p10_hyp-3_70_0,8,10,3
intrusion-detection/70/intrusion-detection_p10_hyp-3_70_1,8,10,3
intrusion-detection/70/intrusion-detection_p10_hyp-3_70_2,8,10,3
intrusion-detection/70/intrusion-detection_p10_hyp-4_70_0,10,10,4
intrusion-detection/70/intrusion-detection_p10_hyp-4_70_1,10,10,4
intrusion-detection/70/intrusion-detection_p10_hyp-4_70_2,10,10,4
intrusion-detection/70/intrusion-detection_p10_hyp-5_70_0,10,10,5
intrusion-detection/70/intrusion-detection_p10_hyp-5_70_1,10,10,5
intrusion-detection/70/intrusion-detection_p10_hyp-5_70_2,10,10,5
intrusion-detection/70/intrusion-detection_p10_hyp-6_70_0,9,10,6
intrusion-detection/70/intrusion-detection_p10_hyp-6_70_1,9,10,6
intrusion-detection/70/intrusion-detection_p10_hyp-6_70_2,9,10,6
intrusion-detection/70/intrusion-detection_p10_hyp-7_70_0,10,10,7
intrusion-detection/70/intrusion-detection_p10_hyp-7_70_1,10,10,7
intrusion-detection/70/intrusion-detection_p10_hyp-7_70_2,10,10,7
intrusion-detection/70/intrusion-detection_p10_hyp-8_70_0,10,10,8
intrusion-detection/70/intrusion-detection_p10_hyp-8_70_1,10,10,8
intrusion-detection/70/intrusion-detection_p10_hyp-8_70_2,10,10,8
intrusion-detection/70/intrusion-detection_p10_hyp-9_70_0,10,10,9
intrusion-detection/70/intrusion-detection_p10_hyp-9_70_1,10,10,9
intrusion-detection/70/intrusion-detection_p10_hyp-9_70_2,10,10,9
intrusion-detection/70/intrusion-detection_p20_hyp-0_70_0,7,20,0
intrusion-detection/70/intrusion-detection_p20_hyp-0_70_1,7,20,0
intrusion-detection/70/intrusion-detection_p20_hyp-0_70_2,7,20,0
intrusion-detection/70/intrusion-detection_p20_hyp-10_70_0,11,20,10
intrusion-detection/70/intrusion-detection_p20_hyp-10_70_1,11,20,10
intrusion-detection/70/intrusion-detection_p20_hyp-10_70_2,11,20,10
intrusion-detection/70/intrusion-detection_p20_hyp-11_70_0,9,20,11
intrusion-detection/70/intrusion-detection_p20_hyp-11_70_1,9,20,11
intrusion-detection/70/intrusion-detection_p20_hyp-11_70_2,9,20,11
intrusion-detection/70/intrusion-detection_p20_hyp-12_70_0,10,20,12
intrusion-detection/70/intrusion-detection_p20_hyp-12_70_1,10,20,12
intrusion-detection/70/intrusion-detection_p20_hyp-12_70_2,10,20,12
intrusion-detection/70/intrusion-detection_p20_hyp-13_70_0,8,20,13
intrusion-detection/70/intrusion-detection_p20_hyp-13_70_1,8,20,13
intrusion-detection/70/intrusion-detection_p20_hyp-13_70_2,8,20,13
intrusion-detection/70/intrusion-detection_p20_hyp-14_70_0,10,20,14
intrusion-detection/70/intrusion-detection_p20_hyp-14_70_1,10,20,14
intrusion-detection/70/intrusion-detection_p20_hyp-14_70_2,10,20,14
intrusion-detection/70/intrusion-detection_p20_hyp-15_70_0,10,20,15
intrusion-detection/70/intrusion-detection_p20_hyp-15_70_1,10,20,15
intrusion-detection/70/intrusion-detection_p20_hyp-15_70_2,10,20,15
intrusion-detection/70/intrusion-detection_p20_hyp-16_70_0,10,20,16
intrusion-detection/70/intrusion-detection_p20_hyp-16_70_1,10,20,16
intrusion-detection/70/intrusion-detection_p20_hyp-16_70_2,10,20,16
intrusion-detection/70/intrusion-detection_p20_hyp-17_70_0,10,20,17
intrusion-detection/70/intrusion-detection_p20_hyp-17_70_1,10,20,17
intrusion-detection/70/intrusion-detection_p20_hyp-17_70_2,10,20,17
intrusion-detection/70/intrusion-detection_p20_hyp-18_70_0,10,20,18
intrusion-detection/70/intrusion-detection_p20_hyp-18_70_1,10,20,18
intrusion-detection/70/intrusion-detection_p20_hyp-18_70_2,10,20,18
intrusion-detection/70/intrusion-detection_p20_hyp-19_70_0,10,20,19
intrusion-detection/70/intrusion-detection_p20_hyp-19_70_1,10,20,19
intrusion-detection/70/intrusion-detection_p20_hyp-19_70_2,10,20,19
intrusion-detection/70/intrusion-detection_p20_hyp-1_70_0,11,20,1
intrusion-detection/70/intrusion-detection_p20_hyp-1_70_1,11,20,1
intrusion-detection/70/intrusion-detection_p20_hyp-1_70_2,11,20,1
intrusion-detection/70/intrusion-detection_p20_hyp-2_70_0,9,20,2
intrusion-detection/70/intrusion-detection_p20_hyp-2_70_1,9,20,2
intrusion-detection/70/intrusion-detection_p20_hyp-2_70_2,9,20,2
intrusion-detection/70/intrusion-detection_p20_hyp-3_70_0,8,20,3
intrusion-detection/70/intrusion-detection_p20_hyp-3_70_1,8,20,3
intrusion-detection/70/intrusion-detection_p20_hyp-3_70_2,8,20,3
intrusion-detection/70/intrusion-detection_p20_hyp-4_70_0,10,20,4
intrusion-detection/70/intrusion-detection_p20_hyp-4_70_1,10,20,4
intrusion-detection/70/intrusion-detection_p20_hyp-4_70_2,10,20,4
intrusion-detection/70/intrusion-detection_p20_hyp-5_70_0,10,20,5
intrusion-detection/70/intrusion-detection_p20_hyp-5_70_1,10,20,5
intrusion-detection/70/intrusion-detection_p20_hyp-5_70_2,10,20,5
intrusion-detection/70/intrusion-detection_p20_hyp-6_70_0,9,20,6
intrusion-detection/70/intrusion-detection_p20_hyp-6_70_1,9,20,6
intrusion-detection/70/intrusion-detection_p20_hyp-6_70_2,9,20,6
intrusion-detection/70/intrusion-detection_p20_hyp-7_70_0,10,20,7
intrusion-detection/70/intrusion-detection_p20_hyp-7_70_1,10,20,7
intrusion-detection/70/intrusion-detection_p20_hyp-7_70_2,10,20,7
intrusion-detection/70/intrusion-detection_p20_hyp-8_70_0,10,20,8
intrusion-detection/70/intrusion-detection_p20_hyp-8_70_1,10,20,8
intrusion-detection/70/intrusion-detection_p20_hyp-8_70_2,10,20,8
intrusion-detection/70/intrusion-detection_p20_hyp-9_70_0,10,20,9
intrusion-detection/70/intrusion-detection_p20_hyp-9_70_1,10,20,9
intrusion-detection/70/intrusion-detection_p20_hyp-9_70_2,10,20,9
kitchen/10/kitchen_generic_hyp-0_10_0,2,3,0
kitchen/10/kitchen_generic_hyp-0_10_1,1,3,2
kitchen/10/kitchen_generic_hyp-0_10_10,1,3,2
kitchen/10/kitchen_generic_hyp-0_10_11,1,3,2
kitchen/10/kitchen_generic_hyp-0_10_12,2,3,0
kitchen/10/kitchen_generic_hyp-0_10_13,2,3,0
